Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription,Average of Monthly income
36,No,Non-Travel,Sales,1,1,Medical,1,2660,Female,1,Human Resources,Divorced,132470,1,Y,14,8,0,15,3,15,11,11,Retirement,Huge degree pull hit.,64776.29926
41,No,Travel_Rarely,Research & Development,1,5,Medical,1,2661,Male,1,Healthcare Representative,Divorced,40810,2,Y,13,8,0,14,3,5,0,4,Unk,,64737.61714
32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2662,Female,2,Research Scientist,Single,57690,1,Y,11,8,0,4,3,4,1,2,Unk,,64751.29788
35,No,Travel_Rarely,Research & Development,16,3,Medical,1,2663,Female,2,Healthcare Representative,Single,23940,1,Y,16,8,1,9,3,9,1,7,Voluntary,Suffer very particular rather.,64755.33753
38,No,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1,Y,22,8,0,10,3,10,1,9,Unk,,64778.70063
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,2665,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1,Involuntary,Describe current question quite coach.,64793.44215
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,2666,Male,1,Healthcare Representative,Married,29500,4,Y,14,8,0,8,1,6,0,0,Voluntary,Recently agreement subject individual increase.,64734.30372
45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,2667,Male,1,Laboratory Technician,Single,36290,8,Y,16,8,1,8,2,5,0,1,Voluntary,Majority wide enjoy how.,64754.50688
40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2668,Male,1,Research Scientist,Single,93620,2,Y,11,8,1,8,6,2,2,2,Voluntary,Improve himself side.,64770.83764
35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,2669,Male,2,Manufacturing Director,Married,32290,1,Y,25,8,0,10,2,10,0,2,Unk,,64754.27669
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2670,Male,1,Manager,Married,35780,2,Y,14,8,1,20,2,5,0,2,Involuntary,Industry notice cup early.,64772.92361
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,2671,Male,2,Research Scientist,Married,79880,1,Y,18,8,0,4,3,4,1,1,Retirement,More best if page.,64789.58621
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2672,Male,3,Sales Executive,Married,42840,4,Y,11,8,0,10,5,4,0,3,Unk,,64780.90857
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,2673,Male,2,Sales Representative,Single,75530,1,Y,19,8,0,5,3,5,0,4,Unk,,64793.5328
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,2674,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0,Retirement,Production senior put.,64787.35176
39,No,Travel_Rarely,Sales,25,3,Medical,1,2675,Male,2,Sales Executive,Married,197010,0,Y,11,8,0,21,3,20,9,6,Unk,,64724.85599
31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,2676,Female,4,Sales Executive,Single,147320,0,Y,12,8,0,10,3,9,1,7,Resignation,Size shake far example.,64648.61095
26,No,Travel_Rarely,Research & Development,11,4,Medical,1,2677,Male,2,Manager,Single,92780,0,Y,20,8,0,5,3,4,0,0,Involuntary,Rather make power.,64600.93426
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,2678,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,Unk,,64584.67398
39,No,Travel_Rarely,Research & Development,2,1,Medical,1,2679,Female,1,Research Scientist,Married,47790,4,Y,14,8,2,9,3,7,1,7,Resignation,Figure kind agent send even west.,64614.11663
27,No,Travel_Rarely,Research & Development,8,2,Medical,1,2680,Male,1,Laboratory Technician,Married,164220,1,Y,20,8,1,6,3,6,0,3,Unk,,64623.83593
49,No,Travel_Frequently,Research & Development,6,1,Medical,1,2681,Male,3,Healthcare Representative,Married,29960,2,Y,18,8,1,17,2,9,0,8,Voluntary,Figure enjoy sell work discuss former.,64566.2659
34,No,Travel_Rarely,Sales,4,3,Medical,1,2682,Female,1,Sales Executive,Married,12610,2,Y,14,8,1,6,6,4,1,2,Retirement,Perform leader research again term.,64586.28109
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2683,Female,1,Research Scientist,Single,20990,8,Y,12,8,1,8,2,6,0,5,Unk,,64616.35995
49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1,Y,21,8,1,10,2,10,1,7,Unk,,64641.62131
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2685,Male,1,Sales Executive,Single,56470,6,Y,19,8,0,7,2,0,0,0,Unk,,64645.41136
33,No,Travel_Frequently,Research & Development,10,2,Medical,1,2686,Male,2,Research Scientist,Married,34200,1,Y,14,8,0,8,3,8,3,0,Involuntary,Past agreement focus back.,64650.15072
27,No,Travel_Rarely,Sales,5,4,Medical,1,2687,Female,4,Manufacturing Director,Married,44000,9,Y,17,8,1,6,3,2,2,2,Voluntary,Stock indeed about brother campaign.,64667.81323
32,No,Travel_Frequently,Research & Development,9,2,Medical,1,2688,Female,2,Research Scientist,Single,35000,0,Y,16,8,1,8,2,7,3,6,Unk,,64679.80847
59,No,Travel_Rarely,Sales,2,2,Marketing,1,2689,Female,5,Sales Representative,Married,20660,4,Y,12,8,1,12,3,1,0,0,Voluntary,Decide statement future ball.,64697.04413
30,No,Travel_Rarely,Research & Development,11,4,Medical,1,2690,Male,2,Laboratory Technician,Divorced,171690,1,Y,17,8,2,1,2,1,0,0,Unk,,64722.63219
38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,2691,Male,2,Healthcare Representative,Single,41620,0,Y,15,8,1,10,1,9,1,8,Unk,,64660.44186
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2692,Male,1,Sales Executive,Married,92040,6,Y,23,8,1,17,2,7,7,7,Voluntary,Pay avoid seem unit might month run.,64673.84526
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,2693,Male,2,Manager,Married,32940,0,Y,11,8,0,6,2,5,0,3,Unk,,64657.91618
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,2694,Male,2,Laboratory Technician,Single,21270,0,Y,11,8,1,10,3,9,0,8,Resignation,Event TV few much continue success.,64676.38905
31,No,Travel_Rarely,Research & Development,2,2,Medical,1,2695,Male,2,Laboratory Technician,Divorced,39750,1,Y,15,8,1,5,3,5,4,3,Retirement,Resource collection house seek sound wind.,64701.68415
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0,Y,11,8,3,3,1,2,1,2,Voluntary,Professional military easy so.,64716.23324
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2697,Male,5,Research Director,Single,100960,NA,Y,13,8,0,6,2,4,0,3,Unk,,64691.021
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2698,Female,4,Laboratory Technician,Divorced,36460,1,Y,14,8,0,10,3,10,8,8,Resignation,Star idea alone.,64669.84822
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,2699,Female,2,Research Director,Divorced,74460,0,Y,19,8,0,7,3,6,0,5,Resignation,Magazine matter a teach.,64686.32593
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1,Y,16,8,1,1,2,1,0,0,Unk,,64680.61368
53,No,Travel_Rarely,Research & Development,11,3,Medical,1,2701,Male,2,Manager,Married,21090,2,Y,13,8,0,31,3,25,3,7,Resignation,Enjoy relationship page billion.,64654.98246
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2702,Female,1,Manufacturing Director,Single,37220,5,Y,14,8,0,6,0,3,1,2,Unk,,64680.47396
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,2703,Male,3,Research Scientist,Divorced,93800,0,Y,16,8,0,5,2,4,1,3,Unk,,64696.55152
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2704,Male,1,Research Director,Single,54860,7,Y,12,8,1,10,2,5,0,3,Voluntary,Read nice continue itself attack happen.,64679.50205
34,No,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0,Y,11,8,1,13,2,12,2,11,Resignation,Tell its wind child more though.,64685.25791
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2706,Male,2,Manufacturing Director,Single,137570,1,Y,12,8,1,0,3,0,0,0,Involuntary,Program personal mean life source reach.,64707.11437
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,2707,Female,2,Research Scientist,Single,84630,2,Y,13,8,0,8,2,4,1,3,Resignation,Example trip behavior himself young.,64664.35446
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2708,Male,5,Human Resources,Divorced,31620,4,Y,15,8,0,26,4,14,4,8,Voluntary,Avoid that school central member.,64652.63065
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,2709,Female,2,Manufacturing Director,Single,165980,1,Y,13,8,0,10,2,10,6,7,Involuntary,Food information day art PM leader.,64672.03878
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2710,Male,2,Laboratory Technician,Married,66510,0,Y,20,8,0,10,5,9,4,2,Unk,,64612.48089
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2711,Female,1,Manufacturing Director,Married,23450,3,Y,15,8,2,24,0,22,5,17,Involuntary,Easy film last fact discuss. Enough worker wall.,64611.36471
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2712,Female,1,Research Scientist,Single,34200,3,Y,13,8,2,22,3,2,2,1,Voluntary,Week campaign later realize magazine.,64635.59152
33,No,Travel_Rarely,Sales,3,3,Medical,1,2713,Male,1,Manufacturing Director,Single,43730,4,Y,14,8,0,7,3,1,0,0,Unk,,64653.5159
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,2714,Male,5,Healthcare Representative,Married,47590,2,Y,21,8,0,9,2,4,1,3,Unk,,64665.84561
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2715,Female,1,Research Scientist,Single,53010,1,Y,16,8,1,10,3,10,1,8,Unk,,64675.91392
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,2716,Male,1,Sales Executive,Married,36730,3,Y,14,8,1,19,3,1,0,0,Unk,,64682.79646
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,2717,Male,3,Sales Executive,Married,47680,2,Y,11,8,1,6,2,2,2,0,Unk,,64699.29752
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,2718,Female,1,Research Director,Divorced,12740,1,Y,19,8,0,6,3,5,1,4,Unk,,64709.35027
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,2719,Male,1,Research Director,Married,49000,1,Y,11,8,0,3,3,3,0,2,Retirement,Reveal real paper peace usually fly know century.,64740.06501
35,No,Travel_Rarely,Sales,2,4,Marketing,1,2720,Male,3,Manufacturing Director,Married,104660,1,Y,13,8,0,2,1,2,2,2,Unk,,64749.37315
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,2721,Female,4,Sales Executive,Married,170070,9,Y,12,8,1,6,2,1,0,0,Involuntary,Member cost town create against decision.,64725.7574
33,No,Travel_Frequently,Sales,9,2,Marketing,1,2722,Male,4,Human Resources,Married,29090,2,Y,11,8,0,10,2,5,1,3,Voluntary,Draw health deal.,64663.38662
35,No,Travel_Rarely,Research & Development,10,1,Medical,1,2723,Male,1,Research Scientist,Divorced,57650,1,Y,14,8,1,1,2,1,0,0,Voluntary,Policy upon tend join individual direction yard.,64684.4609
27,No,Travel_Rarely,Sales,8,2,Marketing,1,2724,Female,3,Research Scientist,Divorced,45990,1,Y,15,8,1,1,3,1,0,0,Unk,,64688.63071
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,2725,Male,2,Manager,Single,24040,1,Y,12,8,0,1,6,1,0,1,Unk,,64699.72123
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,2726,Male,4,Healthcare Representative,Single,31720,1,Y,20,8,1,9,1,9,1,7,Voluntary,Through would building generation pay investment.,64723.85163
30,No,Travel_Frequently,Research & Development,1,4,Medical,1,2727,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,Retirement,Seven trip current difference baby.,64743.45012
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,2728,Male,2,Sales Executive,Married,102090,1,Y,13,8,1,23,2,22,15,8,Unk,,64769.83957
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,2729,Female,1,Research Scientist,Single,86200,0,Y,13,8,1,10,2,9,8,7,Voluntary,Interest sit production sit director think.,64747.65161
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,2730,Female,3,Sales Executive,Married,20640,4,Y,16,8,0,8,3,1,0,0,Voluntary,Else feel no individual.,64734.88995
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1,2731,Male,3,Sales Executive,Single,40350,4,Y,14,8,1,14,2,9,0,8,Voluntary,Capital series something again ever.,64761.1369
35,No,Travel_Rarely,Research & Development,8,4,Medical,1,2732,Female,3,Research Scientist,Married,38380,1,Y,16,8,1,1,2,1,0,1,Retirement,More next spring around television million media.,64775.676
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2733,Female,1,Sales Executive,Single,45910,9,Y,16,8,0,23,6,1,0,0,Voluntary,Allow decide education consider early such.,64791.40644
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,2734,Male,1,Sales Executive,Single,25610,1,Y,22,8,1,2,3,2,2,2,Unk,,64802.66547
44,No,Travel_Rarely,Research & Development,1,1,Medical,1,2735,Female,3,Research Scientist,Divorced,15630,5,Y,12,8,2,9,3,4,1,3,Involuntary,Material thousand usually.,64826.05012
35,No,Non-Travel,Research & Development,5,4,Technical Degree,1,2736,Female,3,Manufacturing Director,Married,48980,2,Y,15,8,2,10,2,4,2,3,Resignation,Not later mission use industry family at.,64855.4209
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2737,Female,3,Sales Executive,Married,47890,7,Y,20,8,1,5,2,2,0,0,Unk,,64864.90442
33,No,Travel_Frequently,Sales,29,4,Life Sciences,1,2738,Female,1,Human Resources,Single,31800,1,Y,14,8,1,15,2,15,8,12,Resignation,Beat hand ready reason development else doctor.,64875.05081
35,No,Travel_Frequently,Research & Development,15,3,Medical,1,2739,Male,3,Manufacturing Director,Married,65490,1,Y,20,8,0,9,3,9,1,8,Retirement,Truth hope she after.,64894.83254
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1,2740,Female,1,Laboratory Technician,Married,63880,3,Y,13,8,0,4,6,2,2,2,Resignation,Whatever up again yeah wear red.,64894.47636
31,No,Travel_Rarely,Sales,10,2,Life Sciences,1,2741,Female,2,Research Scientist,Divorced,112440,3,Y,12,8,1,10,3,7,1,7,Unk,,64895.08383
37,No,Travel_Rarely,Sales,4,3,Marketing,1,2742,Male,4,Human Resources,Divorced,160320,1,Y,13,8,0,7,2,7,0,7,Voluntary,Hot stage record listen cost against.,64866.59676
32,No,Travel_Rarely,Research & Development,21,3,Other,1,2743,Male,2,Sales Executive,Married,23620,1,Y,11,8,0,9,2,9,7,8,Resignation,Find by campaign. Bit oil show cultural up smile.,64809.3705
38,No,Travel_Frequently,Research & Development,25,3,Medical,1,2744,Male,2,Manufacturing Director,Single,163280,1,Y,17,8,3,10,2,10,9,9,Retirement,Good talk past.,64834.07918
50,No,Travel_Rarely,Sales,2,4,Marketing,1,2745,Female,4,Research Scientist,Divorced,83760,5,Y,14,8,3,29,2,27,13,8,Involuntary,Suddenly myself debate official training three.,64774.988
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,2746,Male,1,Laboratory Technician,Single,166060,7,Y,11,8,0,28,6,21,7,9,Unk,,64763.58559
36,No,Travel_Rarely,Sales,1,2,Marketing,1,2747,Female,2,Sales Executive,Divorced,86060,1,Y,14,8,2,17,3,17,12,8,Resignation,Place hear beat.,64702.71034
55,No,Travel_Rarely,Research & Development,7,3,Medical,1,2748,Male,3,Research Scientist,Divorced,22720,2,Y,17,8,1,21,2,5,0,2,Involuntary,Only something seven relate leg however.,64689.86771
36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1,2749,Female,2,Laboratory Technician,Single,20180,1,Y,13,8,0,6,5,6,0,3,Voluntary,Foreign friend policy green.,64715.12034
45,No,Travel_Rarely,Research & Development,1,2,Medical,1,2750,Female,1,Sales Executive,Divorced,70830,2,Y,12,8,1,25,5,1,0,0,Resignation,Minute between another local country.,64741.93257
35,No,Travel_Frequently,Human Resources,9,3,Other,1,2751,Female,2,Sales Representative,Married,40840,4,Y,13,8,1,5,3,3,1,2,Resignation,Six agreement take. Newspaper back land health.,64738.26506
36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,2752,Male,4,Laboratory Technician,Married,144110,0,Y,18,8,3,2,2,1,0,0,Involuntary,Follow arrive inside source.,64752.67028
59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,2753,Male,3,Research Scientist,Single,23080,7,Y,19,8,1,20,4,4,1,3,Voluntary,Assume none mother note poor indeed.,64704.807
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2754,Female,1,Sales Representative,Married,48410,0,Y,11,8,0,6,3,5,0,4,Retirement,Begin person since way. Thus region happy no.,64729.92758
31,No,Travel_Rarely,Research & Development,3,2,Medical,1,2755,Female,3,Sales Executive,Single,42850,1,Y,21,8,1,1,2,1,1,0,Voluntary,Safe cost bar use per both tend.,64739.78261
32,No,Travel_Rarely,Sales,3,4,Life Sciences,1,2756,Male,2,Manufacturing Director,Married,97150,1,Y,15,8,1,10,1,10,0,9,Unk,,64753.00906
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2757,Male,2,Sales Representative,Married,43200,3,Y,17,8,0,5,2,1,0,0,Resignation,Then foot not.,64733.42201
31,No,Travel_Rarely,Research & Development,27,3,Medical,1,2758,Female,2,Research Director,Single,21320,1,Y,18,8,0,11,3,11,1,8,Unk,,64746.44888
35,No,Travel_Rarely,Research & Development,2,4,Medical,1,2759,Male,2,Healthcare Representative,Single,101240,0,Y,14,8,1,16,2,15,2,8,Voluntary,Development second material common.,64772.73608
45,No,Travel_Rarely,Human Resources,14,3,Human Resources,1,2760,Female,1,Sales Executive,Married,54730,4,Y,13,8,0,17,3,0,0,0,Voluntary,Believe kitchen whose true.,64750.64809
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2761,Female,3,Sales Executive,Single,52070,4,Y,17,8,3,16,3,5,0,2,Resignation,Wide smile scene such society contain.,64756.72121
46,No,Travel_Rarely,Research & Development,9,3,Medical,1,2762,Male,3,Manager,Divorced,164370,8,Y,15,8,1,16,0,4,0,2,Unk,,64764.4148
30,No,Travel_Rarely,Sales,18,3,Life Sciences,1,2763,Male,4,Human Resources,Married,22960,1,Y,18,8,1,10,2,10,3,0,Unk,,64703.97451
35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1,2764,Female,3,Human Resources,Single,40690,1,Y,13,8,0,6,5,6,0,4,Unk,,64729.31998
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2765,Female,2,Laboratory Technician,Married,74410,3,Y,12,8,1,24,4,1,1,0,Retirement,Read PM learn third clearly film news.,64743.92467
38,No,Non-Travel,Sales,11,1,Marketing,1,2766,Male,2,Laboratory Technician,Divorced,24300,7,Y,13,8,2,17,2,13,1,9,Resignation,Ball they group who.,64738.04863
34,No,Travel_Rarely,Research & Development,8,2,Medical,1,2767,Male,1,Research Scientist,Married,58780,1,Y,14,8,0,5,1,5,1,3,Unk,,64762.64599
56,No,Travel_Rarely,Human Resources,2,1,Medical,1,2768,Male,2,Sales Executive,Single,26440,4,Y,11,8,1,37,2,6,0,2,Unk,,64766.28728
23,No,Travel_Rarely,Research & Development,10,3,Medical,1,2769,Male,2,Laboratory Technician,Divorced,64390,3,Y,22,8,3,3,2,0,0,0,Resignation,Tonight address serve yard race.,64789.6285
51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2770,Female,5,Manufacturing Director,Married,24510,3,Y,17,8,0,10,2,4,0,3,Involuntary,Summer might develop TV magazine down.,64789.87203
30,No,Travel_Rarely,Sales,8,2,Technical Degree,1,2771,Male,1,Sales Representative,Married,63920,1,Y,21,8,1,11,2,11,10,8,Unk,,64814.43293
46,Yes,Travel_Rarely,Sales,1,2,Medical,1,2772,Female,2,Research Scientist,Single,97140,1,Y,22,8,0,9,0,9,4,7,Unk,,64814.97865
40,No,Travel_Frequently,Research & Development,6,3,Medical,1,2773,Male,1,Healthcare Representative,Married,60770,1,Y,16,8,2,22,2,22,11,11,Unk,,64795.2442
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2774,Female,5,Sales Representative,Single,24500,0,Y,12,8,1,11,2,10,1,0,Unk,,64797.70312
30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2775,Male,1,Manufacturing Director,Divorced,92500,1,Y,12,8,3,11,0,11,2,7,Unk,,64822.33496
46,No,Travel_Frequently,Research & Development,12,1,Medical,1,2776,Male,1,Laboratory Technician,Married,20740,2,Y,15,8,1,21,3,10,9,5,Involuntary,Oil prepare serious affect.,64805.40673
32,No,Travel_Rarely,Sales,15,3,Marketing,1,2777,Male,1,Research Scientist,Single,101690,1,Y,14,8,0,12,6,11,5,7,Voluntary,Subject network inside.,64832.37454
54,No,Travel_Rarely,Research & Development,25,1,Medical,1,2778,Female,1,Laboratory Technician,Married,48550,9,Y,25,8,1,16,2,4,0,3,Unk,,64809.80404
24,No,Travel_Rarely,Sales,6,2,Marketing,1,2779,Male,2,Research Scientist,Married,40870,0,Y,20,8,3,4,1,3,0,2,Voluntary,Notice strong involve music fact door move.,64819.76716
28,No,Non-Travel,Sales,9,4,Medical,1,2780,Male,2,Laboratory Technician,Married,23670,1,Y,13,8,0,5,2,5,0,4,Unk,,64834.45126
58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2781,Male,2,Sales Executive,Single,29720,0,Y,14,8,0,38,2,37,1,8,Unk,,64859.70552
44,No,Non-Travel,Research & Development,23,2,Medical,1,2782,Female,1,Research Scientist,Married,195860,4,Y,16,8,0,17,3,3,1,2,Resignation,Own road black catch help agreement.,64881.27686
37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,1,2783,Male,2,Healthcare Representative,Divorced,54840,4,Y,17,8,0,7,4,3,0,2,Unk,,64800.8231
32,No,Travel_Rarely,Human Resources,12,2,Human Resources,1,2784,Female,1,Sales Representative,Single,20610,1,Y,15,8,1,1,2,1,0,0,Unk,,64806.9453
20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,1,2785,Female,2,Healthcare Representative,Single,99240,1,Y,22,8,0,1,3,1,1,0,Unk,,64834.12669
34,No,Travel_Rarely,Research & Development,1,4,Other,1,2786,Male,4,Laboratory Technician,Single,41980,1,Y,22,8,1,16,2,16,2,10,Resignation,Style now then seven.,64812.95385
37,No,Non-Travel,Sales,24,2,Life Sciences,1,2787,Male,1,Research Scientist,Divorced,68150,5,Y,20,8,1,17,3,1,0,0,Involuntary,Mr everyone identify how pressure way.,64827.01355
59,No,Non-Travel,Research & Development,12,2,Life Sciences,1,2788,Male,2,Sales Executive,Married,47230,9,Y,14,8,0,30,0,3,2,2,Unk,,64824.96611
50,No,Travel_Frequently,Research & Development,3,4,Medical,1,2789,Male,4,Research Scientist,Married,61420,3,Y,13,8,2,28,3,8,0,7,Unk,,64835.81381
25,Yes,Travel_Rarely,Sales,10,1,Marketing,1,2790,Male,2,Research Director,Single,82370,1,Y,13,8,0,6,6,6,0,3,Unk,,64837.92104
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,2791,Male,1,Laboratory Technician,Married,88530,1,Y,22,8,1,2,3,2,2,1,Resignation,Summer begin quickly.,64827.09877
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2792,Male,1,Sales Representative,Single,193310,1,Y,12,8,1,1,2,0,0,0,Unk,,64812.45831
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2793,Female,1,Sales Executive,Single,20730,3,Y,14,8,1,23,4,13,12,8,Unk,,64733.04079
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,1,2794,Female,5,Sales Executive,Single,55620,1,Y,15,8,0,9,3,9,0,6,Unk,,64760.25356
54,No,Non-Travel,Research & Development,9,3,Life Sciences,1,2795,Male,1,Laboratory Technician,Single,196130,2,Y,17,8,0,23,5,5,4,4,Unk,,64765.90965
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2796,Male,2,Laboratory Technician,Married,34070,0,Y,13,8,1,6,4,5,1,2,Unk,,64684.56966
34,No,Travel_Rarely,Sales,4,3,Marketing,1,2797,Female,2,Sales Representative,Divorced,50630,6,Y,12,8,1,12,2,1,0,0,Unk,,64703.53779
37,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2798,Male,1,Laboratory Technician,Single,46390,2,Y,12,8,2,12,3,5,1,3,Unk,,64712.26286
34,No,Travel_Rarely,Sales,9,2,Medical,1,2799,Male,2,Healthcare Representative,Single,48760,2,Y,21,8,1,14,3,11,5,8,Retirement,Environmental region affect have it.,64723.62903
36,No,Travel_Frequently,Human Resources,7,3,Medical,1,2800,Male,1,Research Scientist,Married,26900,0,Y,11,8,0,10,1,9,2,8,Unk,,64733.53818
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,2801,Female,2,Manufacturing Director,Divorced,175670,5,Y,13,8,0,7,6,1,0,0,Involuntary,Hope any environment reflect realize.,64757.03727
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,2802,Male,1,Sales Executive,Married,24080,1,Y,12,8,1,25,3,25,4,12,Involuntary,Eat unit push read. Weight decide prove defense.,64688.10441
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,2803,Female,3,Healthcare Representative,Divorced,28140,1,Y,24,8,0,10,2,10,0,9,Unk,,64713.35821
33,No,Non-Travel,Sales,7,3,Life Sciences,1,2804,Male,2,Sales Executive,Married,112450,0,Y,21,8,0,8,3,7,0,7,Resignation,Condition whole however senior water.,64736.11699
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,2805,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,Unk,,64706.40722
51,No,Travel_Rarely,Research & Development,3,2,Other,1,2806,Female,2,Sales Representative,Single,190490,7,Y,14,8,1,23,2,20,15,15,Resignation,Write arrive produce since.,64726.08723
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2807,Female,3,Sales Executive,Married,21410,4,Y,20,8,0,12,2,7,7,7,Voluntary,Fact order police ability another pretty add.,64647.6808
26,No,Travel_Rarely,Sales,17,3,Medical,1,2808,Female,2,Manager,Married,57690,1,Y,19,8,0,5,4,5,4,3,Unk,,64674.65377
58,Yes,Travel_Rarely,Sales,2,2,Medical,1,2809,Female,1,Research Scientist,Married,43850,1,Y,13,8,1,40,2,40,15,6,Resignation,Without option agent show term.,64679.01373
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2810,Male,1,Manager,Single,53320,1,Y,23,8,1,0,2,0,0,0,Involuntary,Stuff painting partner my.,64692.02374
22,No,Travel_Rarely,Sales,29,4,Technical Degree,1,2811,Male,1,Sales Executive,Married,46630,0,Y,13,8,1,3,1,2,2,1,Unk,,64699.13125
